Environmental package	Structured comment name	Example	Requirement	Preferred unit	github ticket
SymbiontAssociated	host_height		X	"nanometre, micrometre, millimeter, centimeter, meter"	
SymbiontAssociated	host_genotype		X		
SymbiontAssociated	chem_administration		X		
SymbiontAssociated	misc_param		X		
SymbiontAssociated	oxy_stat_samp	aerobic	X		
SymbiontAssociated	perturbation		X		
SymbiontAssociated	samp_store_loc	Freezer no:5	X		
SymbiontAssociated	host_subject_id	P14	X		
SymbiontAssociated	host_sex		X		
SymbiontAssociated	host_body_habitat	anterior end of a tapeworm	X		
SymbiontAssociated	host_body_site	scolex [UBERON:0015119]	X		
SymbiontAssociated	host_body_product	Portion of mucus [fma66938]	X		
SymbiontAssociated	host_growth_cond		X		
SymbiontAssociated	host_family_relationship	clone;P15	X		
SymbiontAssociated	host_phenotype	soldier	X		
SymbiontAssociated	gravidity		X		
SymbiontAssociated	sample_name	ISDsoil1	M		
SymbiontAssociated	association_duration		X	"year, day, hour"	#181
SymbiontAssociated	sym_life_cycle_type	complex life cycle	M		#171
SymbiontAssociated	symbiont_host_role	intermediate	C		#177
SymbiontAssociated	host_number	3	X		#174
SymbiontAssociated	host_of_host_taxid	145637	X		#184
SymbiontAssociated	type_of_symbiosis	parasitic	C		#170
SymbiontAssociated	host_specificity	species-specific	C		#176
SymbiontAssociated	host_symbiont	Paragordius varius	X		#175
SymbiontAssociated	host_of_host_coinf	Maritrema novaezealandense	X		#182
SymbiontAssociated	mode_transmission	horizontal:castrator	C		#172
SymbiontAssociated	host_cellular_loc	extracellular	C		#179
SymbiontAssociated	host_dependence	obligate	M		#169
SymbiontAssociated	route_transmission		X		#173
SymbiontAssociated	samp_store_sol	5% ethanol	X		#194
SymbiontAssociated	host_of_host_disease	rabies [DOID:11260]	X		#186
SymbiontAssociated	host_of_host_name	snail	X		#183
SymbiontAssociated	host_of_host_env_loc	small intestine[uberon:0002108]	X		#197
SymbiontAssociated	host_of_host_env_med	feces[uberon:0001988]	X		#198
SymbiontAssociated	host_of_host_sub_id	H3	X		#185
SymbiontAssociated	host_of_host_fam_rel		X		#187
SymbiontAssociated	host_of_host_infname		X		#188
SymbiontAssociated	host_of_host_infrank		X		#189
SymbiontAssociated	host_of_host_geno		X		#190
SymbiontAssociated	host_of_host_pheno		X		#191
SymbiontAssociated	host_of_host_gravid		X		#192
SymbiontAssociated	host_of_host_totmass		X		#193
WastewaterSludge	depth	10 meter	C	meter	
WastewaterSludge	project_name	Forest soil metagenome	M		
WastewaterSludge	tot_nitro	50 micromole per liter	X	"microgram per liter, micromole per liter, milligram per liter"	
WastewaterSludge	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
WastewaterSludge	samp_store_temp	-80 degree Celsius	X	degree Celsius	
WastewaterSludge	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
WastewaterSludge	temp	25 degree Celsius	X	degree Celsius	
WastewaterSludge	samp_store_dur	P1Y6M	X		
WastewaterSludge	suspend_solids		X	"gram, microgram, milligram per liter, mole per liter, gram per liter, part per million"	
WastewaterSludge	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
WastewaterSludge	sewage_type		X		
WastewaterSludge	pre_treatment		X		
WastewaterSludge	primary_treatment		X		
WastewaterSludge	reactor_type		X		
WastewaterSludge	secondary_treatment		X		
WastewaterSludge	tertiary_treatment		X		
WastewaterSludge	wastewater_type		X		
WastewaterSludge	alkalinity	50 milligram per liter	X	"milliequivalent per liter, milligram per liter"	
WastewaterSludge	nitrate	65 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
WastewaterSludge	sodium	10.5 milligram per liter	X	"milligram per liter, parts per million"	
WastewaterSludge	phosphate	0.7 micromole per liter	X	micromole per liter	
WastewaterSludge	biochem_oxygen_dem		X	milligram per liter	
WastewaterSludge	chem_oxygen_dem		X	milligram per liter	
WastewaterSludge	efficiency_percent		X	micromole per liter	
WastewaterSludge	emulsions		X	gram per liter	
WastewaterSludge	gaseous_substances		X	micromole per liter	
WastewaterSludge	indust_eff_percent		X	percentage	
WastewaterSludge	inorg_particles		X	"mole per liter, milligram per liter"	
WastewaterSludge	org_particles		X	gram per liter	
WastewaterSludge	sludge_retent_time		X	hours	
WastewaterSludge	soluble_inorg_mat		X	"gram, microgram, mole per liter, gram per liter, parts per million"	
WastewaterSludge	soluble_org_mat		X	"gram, microgram, mole per liter, gram per liter, parts per million"	
WastewaterSludge	tot_phosphate		X	"microgram per liter, micromole per liter"	
WastewaterSludge	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
WastewaterSludge	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
WastewaterSludge	oxy_stat_samp	aerobic	X		
WastewaterSludge	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
WastewaterSludge	samp_store_loc	Freezer no:5	X		
WastewaterSludge	ph	7.2	X		
WastewaterSludge	samp_name	ISDsoil1	M		
Water	depth	10 meter	M	meter	
Water	project_name	Forest soil metagenome	M		
Water	elev	100 meter	C	meter	
Water	tot_nitro	50 micromole per liter	X	"microgram per liter, micromole per liter, milligram per liter"	
Water	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
Water	diss_inorg_phosp	56.5 micromole per liter	X	"microgram per liter, milligram per liter, parts per million, micromole per liter"	
Water	samp_store_temp	-80 degree Celsius	X	degree Celsius	
Water	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
Water	temp	25 degree Celsius	X	degree Celsius	
Water	samp_store_dur	P1Y6M	X		
Water	tot_phosp	0.03 milligram per liter	X	"micromole per liter, milligram per liter, parts per million"	
Water	diss_oxygen	175 micromole per kilogram	X	"micromole per kilogram, milligram per liter"	
Water	glucosidase_act	5 mol per liter per hour	X	mol per liter per hour	
Water	diss_org_nitro	0.05 micromole per liter	X	"micromole per liter, microgram per liter, milligram per liter"	
Water	aminopept_act	0.269 mole per liter per hour	X	mole per liter per hour	
Water	bacteria_carb_prod	2.53 microgram per liter per hour	X	"nanogram per hour, microgram per liter per hour"	
Water	biomass	total;20 gram	X	"ton, kilogram, gram"	
Water	bishomohopanol	14 microgram per liter	X	"microgram per liter, microgram per gram"	
Water	bromide	0.05 parts per million	X	parts per million	
Water	chlorophyll	5 milligram per cubic meter	X	"milligram per cubic meter, microgram per liter"	
Water	diether_lipids	0.2 nanogram per liter	X	nanogram per liter	
Water	diss_hydrogen	0.3 micromole per liter	X	micromole per liter	
Water	phaeopigments	2.5 milligram per cubic meter	X	milligram per cubic meter	
Water	phosplipid_fatt_acid	2.98 milligram per liter	X	"mole per gram, mole per liter, milligram per liter"	
Water	redox_potential	300 millivolt	X	millivolt	
Water	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
Water	silicate	0.05 micromole per liter	X	micromole per liter	
Water	turbidity	0.3 nephelometric turbidity units	X	"formazin turbidity unit, formazin nephelometric units, nephelometric turbidity units"	
Water	water_current	10 cubic meter per second	X	"cubic meter per second, knots"	
Water	org_matter	1.75 milligram per cubic meter	X	"microgram per liter, milligram per cubic meter"	
Water	org_nitro	4 micromole per liter	X	"microgram per liter, micromole per liter"	
Water	alkalinity_method	titration	X		
Water	carb_nitro_ratio	0.417361111	X		
Water	pressure	50 atmosphere	X	atmosphere	
Water	alkalinity	50 milligram per liter	X	"milliequivalent per liter, milligram per liter"	
Water	sulfate	5 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
Water	sulfide	2 micromole per liter	X	"micromole per liter, milligram per liter, parts per million"	
Water	nitrate	65 micromole per liter	X	"micromole per liter, milligram per liter, parts per million, micromole per kilogram"	
Water	nitrite	0.5 micromole per liter	X	"micromole per liter, milligram per liter, parts per million, micromole per kilogram"	
Water	ammonium	1.5 milligram per liter	X	"micromole per liter, milligram per liter, parts per million"	
Water	sodium	10.5 milligram per liter	X	"milligram per liter, parts per million"	
Water	chloride	5000 milligram per liter	X	"milligram per liter, parts per million"	
Water	potassium	463 milligram per liter	X	"milligram per liter, parts per million"	
Water	magnesium	52.8 micromole per kilogram	X	"mole per liter, milligram per liter, parts per million, micromole per kilogram"	
Water	calcium	0.2 micromole per liter	X	"milligram per liter, micromole per liter, parts per million"	
Water	diss_org_carb	197 micromole per liter	X	"micromole per liter, milligram per liter"	
Water	diss_inorg_carb	2059 micromole per kilogram	X	"microgram per liter, milligram per liter, parts per million, micromole per kilogram"	
Water	density	1000 kilogram per cubic meter	X	"gram per cubic meter, gram per cubic centimeter, kilogram per cubic meter"	
Water	diss_carb_dioxide	5 milligram per liter	X	"micromole per liter, milligram per liter"	
Water	alkyl_diethers	0.005 mole per liter	X	"mole per liter, microgram per gram sample"	
Water	mean_frict_vel	0.5 meter per second	X	meter per second	
Water	mean_peak_frict_vel	1 meter per second	X	meter per second	
Water	n_alkanes	n-hexadecane;100 milligram per liter	X	"micromole per liter, milligram per liter"	
Water	nitro	4.2 micromole per liter	X	micromole per liter	
Water	phosphate	0.7 micromole per liter	X	micromole per liter	
Water	org_carb	1.5 microgram per liter	X	"micromole per liter, microgram per liter"	
Water	part_org_carb	1.92 micromole per liter	X	"microgram per liter, micromole per liter"	
Water	petroleum_hydrocarb	0.05 micromole per liter	X	micromole per liter	
Water	tot_depth_water_col	500 meter	X	meter	
Water	bac_prod	5 milligram per cubic meter per day	X	milligram per cubic meter per day	
Water	bac_resp	300 micromole oxygen per liter per hour	X	"milligram per cubic meter per day, micromole oxygen per liter per hour"	
Water	conduc	10 milliSiemens per centimeter	X	milliSiemens per centimeter	
Water	diss_inorg_nitro	761 micromole per liter	X	"microgram per liter, micromole per liter"	
Water	down_par	28.71 microEinstein per square meter per second	X	"microEinstein per square meter per second, microEinstein per square centimeter per second"	
Water	fluor	2.5 volts	X	"milligram chlorophyll a per cubic meter, volts"	
Water	light_intensity	0.3 lux	X	lux	
Water	part_org_nitro	0.3 micromole per liter	X	"microgram per liter, micromole per liter"	
Water	photon_flux	3.926 micromole photons per second per square meter	X	number of photons per second per unit area	
Water	primary_prod	100 milligram per cubic meter per day	X	"milligram per cubic meter per day, gram per square meter per day"	
Water	size_frac_low	0.2 micrometer	X	micrometer	
Water	size_frac_up	20 micrometer	X	micrometer	
Water	soluble_react_phosp	0.1 milligram per liter	X	"micromole per liter, milligram per liter, parts per million"	
Water	suspend_part_matter	0.5 milligram per liter	X	milligram per liter	
Water	tot_diss_nitro	40 microgram per liter	X	microgram per liter	
Water	tot_inorg_nitro	40 microgram per liter	X	microgram per liter	
Water	tot_part_carb	35 micromole per liter	X	"microgram per liter, micromole per liter"	
Water	tidal_stage	high tide	X		
Water	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
Water	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
Water	oxy_stat_samp	aerobic	X		
Water	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
Water	samp_store_loc	Freezer no:5	X		
Water	ph	7.2	X		
Water	atmospheric_data	wind speed;9 knots	X		
Water	samp_name	ISDsoil1	M		
