class	Structured comment name	Requirement	schemasheets cardinality	cardinality	recommended	in_subset	github ticket	Example
FoodHumanFoods	microb_start_prep	X				packages_tab		"liquid starter culture, propagated 3 cycles in milk prior to inoculation"
FoodHumanFoods	microb_start_source	X				packages_tab		"backslopped, GetCulture"
FoodHumanFoods	microb_start_tax_id	X				packages_tab		Lactobacillus rhamnosus [NCIT:C123495]
FoodHumanFoods	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
FoodHumanFoods	nucl_acid_ext	X				packages_tab		https://mobio.com/media/wysiwyg/pdfs/protocols/12888.pdf
FoodHumanFoods	nucl_acid_ext_kit	X				packages_tab		Qiagen PowerSoil Kit
FoodHumanFoods	num_samp_collect	X				packages_tab		116 samples
FoodHumanFoods	organism_count	X				packages_tab		total prokaryotes;3.5e7 colony forming units per milliliter;qPCR
FoodHumanFoods	part_plant_animal	X				packages_tab		chuck [FOODON:03530021]
FoodHumanFoods	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
FoodHumanFoods	pool_dna_extracts	X				packages_tab		"yes, 5"
FoodHumanFoods	project_name	M				packages_tab		Forest soil metagenome
FoodHumanFoods	repository_name	X				packages_tab		FDA CFSAN Microbiology Laboratories
FoodHumanFoods	samp_collect_device	X				packages_tab		"swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]"
FoodHumanFoods	samp_name	M				packages_tab		ISDsoil1
FoodHumanFoods	samp_pooling	X				packages_tab		5uL of extracted genomic DNA from 5 leaves were pooled
FoodHumanFoods	samp_purpose	X				packages_tab		field trial
FoodHumanFoods	samp_rep_biol	X				packages_tab		6 replicates
FoodHumanFoods	samp_rep_tech	X				packages_tab		10 replicates
FoodHumanFoods	samp_size	X				packages_tab		5 liters
FoodHumanFoods	samp_source_mat_cat	X				packages_tab		environmental (swab or sampling) [GENEPIO:0001732]
FoodHumanFoods	samp_stor_device	X				packages_tab		Whirl Pak sampling bag [GENEPIO:0002122]
FoodHumanFoods	samp_stor_dur	X				packages_tab		P1Y6M
FoodHumanFoods	samp_stor_loc	X				packages_tab		freezer 5
FoodHumanFoods	samp_stor_media	X				packages_tab		peptone water medium [MICRO:0000548]
FoodHumanFoods	samp_stor_temp	X				packages_tab		-80 degree Celsius
FoodHumanFoods	samp_transport_cont	X				packages_tab		cooler
FoodHumanFoods	samp_transport_dur	X				packages_tab		P10D
FoodHumanFoods	samp_transport_temp	X				packages_tab		4 degree Celsius
FoodHumanFoods	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
FoodHumanFoods	sample_collec_method	X				packages_tab		environmental swab sampling
FoodHumanFoods	seq_meth	M				packages_tab		454 Genome Sequencer FLX [OBI:0000702]
FoodHumanFoods	sequencing_kit	X				packages_tab		NextSeq 500/550 High Output Kit v2.5 (75 Cycles)
FoodHumanFoods	sequencing_location	X				packages_tab		University of Maryland Genomics Resource Center
FoodHumanFoods	serovar_or_serotype	X				packages_tab		Escherichia coli strain O157:H7 [NCIT:C86883]
FoodHumanFoods	spikein_amr	X				packages_tab		wild type [ARO:3004432]
FoodHumanFoods	spikein_antibiotic	X				packages_tab		Tetracycline at 5 mg/ml
FoodHumanFoods	spikein_count	X				packages_tab		total prokaryotes;3.5e7 colony forming units per milliliter;qPCR
FoodHumanFoods	spikein_growth_med	X				packages_tab		LB broth [MCO:0000036]
FoodHumanFoods	spikein_metal	X				packages_tab		Cd at 20 ppm
FoodHumanFoods	spikein_org	X				packages_tab		Listeria monocytogenes [NCIT:C86502]|28901
FoodHumanFoods	spikein_serovar	X				packages_tab		Escherichia coli strain O157:H7 [NCIT:C86883]|83334
FoodHumanFoods	spikein_strain	X				packages_tab		169963
FoodHumanFoods	study_design	X				packages_tab		in vitro design [OBI:0001285]
FoodHumanFoods	study_inc_dur	X				packages_tab		P24H
FoodHumanFoods	study_inc_temp	X				packages_tab		37 degree Celsius
FoodHumanFoods	study_timecourse	X				packages_tab		2 days post inoculation
FoodHumanFoods	study_tmnt	X				packages_tab		"Factor A|spike-in|levels high, medium, low"
FoodHumanFoods	temp	X				packages_tab		25 degree Celsius
FoodHumanFoods	timepoint	X				packages_tab		P24H
HostAssociated	alt	C				packages_tab		100 meter
HostAssociated	ances_data	X				packages_tab		A/3*B
HostAssociated	biol_stat	X				packages_tab		natural
HostAssociated	blood_press_diast	X				packages_tab		
HostAssociated	blood_press_syst	X				packages_tab		
HostAssociated	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
HostAssociated	depth	C				packages_tab		10 meter
HostAssociated	elev	C				packages_tab		100 meter
HostAssociated	genetic_mod	X				packages_tab		aox1A transgenic
HostAssociated	gravidity	X				packages_tab		yes;due date:2018-05-11
HostAssociated	host_age	X				packages_tab		10 days
HostAssociated	host_body_habitat	X				packages_tab		nasopharynx
HostAssociated	host_body_product	X				packages_tab		Portion of mucus [fma66938]
HostAssociated	host_body_site	X				packages_tab		gill [UBERON:0002535]
HostAssociated	host_body_temp	X				packages_tab		15 degree Celsius
HostAssociated	host_color	X				packages_tab		
HostAssociated	host_common_name	X				packages_tab		human
HostAssociated	host_diet	X				packages_tab		herbivore
HostAssociated	host_disease_stat	X				packages_tab		rabies [DOID:11260]
HostAssociated	host_dry_mass	X				packages_tab		500 gram
HostAssociated	host_family_relation	X				packages_tab		offspring;Mussel25
HostAssociated	host_genotype	X				packages_tab		C57BL/6
HostAssociated	host_growth_cond	X				packages_tab		https://academic.oup.com/icesjms/article/68/2/349/617247
HostAssociated	host_height	X				packages_tab		0.1 meter
HostAssociated	host_last_meal	X				packages_tab		corn feed;P2H
HostAssociated	host_length	X				packages_tab		1 meter
HostAssociated	host_life_stage	X				packages_tab		adult
HostAssociated	host_phenotype	X				packages_tab		elongated [PATO:0001154]
HostAssociated	host_sex	X				packages_tab		non-binary
HostAssociated	host_shape	X				packages_tab		round
HostAssociated	host_subject_id	X				packages_tab		MPI123
HostAssociated	host_subspecf_genlin	X				packages_tab	#227 & #256	"serovar:Newport, variety:glabrum, cultivar: Red Delicious"
HostAssociated	host_substrate	X				packages_tab		rock
HostAssociated	host_symbiont	X				packages_tab		flukeworms
HostAssociated	host_taxid	X				packages_tab		7955
HostAssociated	host_tot_mass	X				packages_tab		2500 gram
HostAssociated	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
HostAssociated	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
HostAssociated	oxy_stat_samp	X				packages_tab		aerobic
HostAssociated	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
HostAssociated	project_name	M				packages_tab		Forest soil metagenome
HostAssociated	salinity	X				packages_tab		25 practical salinity unit
HostAssociated	samp_capt_status	X				packages_tab		farm sample
HostAssociated	samp_dis_stage	X				packages_tab		infection
HostAssociated	samp_name	M				packages_tab		ISDsoil1
HostAssociated	samp_store_dur	X				packages_tab		P1Y6M
HostAssociated	samp_store_loc	X				packages_tab		Freezer no:5
HostAssociated	samp_store_temp	X				packages_tab		-80 degree Celsius
HostAssociated	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
HostAssociated	temp	X				packages_tab		25 degree Celsius
HumanAssociated	amniotic_fluid_color	X				packages_tab		
HumanAssociated	blood_blood_disord	X				packages_tab		
HumanAssociated	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
HumanAssociated	diet_last_six_month	X				packages_tab		yes;vegetarian diet
HumanAssociated	drug_usage	X				packages_tab		Lipitor;2/day
HumanAssociated	ethnicity	X				packages_tab		native american
HumanAssociated	foetal_health_stat	X				packages_tab		
HumanAssociated	gestation_state	X				packages_tab		
HumanAssociated	host_age	X				packages_tab		30 years
HumanAssociated	host_body_mass_index	X				packages_tab		22 kilogram per square meter
HumanAssociated	host_body_product	X				packages_tab		Portion of mucus [fma66938]
HumanAssociated	host_body_site	X				packages_tab		Lung parenchyma [fma27360]
HumanAssociated	host_body_temp	X				packages_tab		36.5 degree Celsius
HumanAssociated	host_diet	X				packages_tab		high-fat
HumanAssociated	host_disease_stat	X				packages_tab		measles [DOID:8622]
HumanAssociated	host_family_relation	X				packages_tab		mother;ID298
HumanAssociated	host_genotype	X				packages_tab		ST1
HumanAssociated	host_height	X				packages_tab		1.75 meter
HumanAssociated	host_hiv_stat	X				packages_tab		yes;yes
HumanAssociated	host_last_meal	X				packages_tab		french fries;P5H30M
HumanAssociated	host_occupation	X				packages_tab		veterinary
HumanAssociated	host_phenotype	X				packages_tab		Tinnitus [HP:0000360]
HumanAssociated	host_pulse	X				packages_tab		65 beats per minute
HumanAssociated	host_sex	X				packages_tab		non-binary
HumanAssociated	host_subject_id	X				packages_tab		MPI123
HumanAssociated	host_symbiont	X				packages_tab		flukeworms
HumanAssociated	host_tot_mass	X				packages_tab		65 kilogram
HumanAssociated	ihmc_medication_code	X				packages_tab		810
HumanAssociated	kidney_disord	X				packages_tab		
HumanAssociated	maternal_health_stat	X				packages_tab		
HumanAssociated	medic_hist_perform	X				packages_tab		TRUE
HumanAssociated	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
HumanAssociated	nose_throat_disord	X				packages_tab		
HumanAssociated	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
HumanAssociated	oxy_stat_samp	X				packages_tab		aerobic
HumanAssociated	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
HumanAssociated	pet_farm_animal	X				packages_tab		yes; 5 cats
HumanAssociated	project_name	M				packages_tab		Forest soil metagenome
HumanAssociated	pulmonary_disord	X				packages_tab		
HumanAssociated	salinity	X				packages_tab		25 practical salinity unit
HumanAssociated	samp_name	M				packages_tab		ISDsoil1
HumanAssociated	samp_store_dur	X				packages_tab		P1Y6M
HumanAssociated	samp_store_loc	X				packages_tab		Freezer no:5
HumanAssociated	samp_store_temp	X				packages_tab		-80 degree Celsius
HumanAssociated	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
HumanAssociated	smoker	X				packages_tab		yes
HumanAssociated	study_complt_stat	X				packages_tab		no;non-compliance
HumanAssociated	temp	X				packages_tab		25 degree Celsius
HumanAssociated	travel_out_six_month	X				packages_tab		
HumanAssociated	twin_sibling	X				packages_tab		yes
HumanAssociated	urine_collect_meth	X				packages_tab		catheter
HumanAssociated	urogenit_tract_disor	X				packages_tab		
HumanAssociated	weight_loss_3_month	X				packages_tab		yes;5 kilogram
HumanGut	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
HumanGut	ethnicity	X				packages_tab		native american
HumanGut	gastrointest_disord	X				packages_tab		
HumanGut	host_age	X				packages_tab		30 years
HumanGut	host_body_mass_index	X				packages_tab		22 kilogram per square meter
HumanGut	host_body_product	X				packages_tab		Portion of mucus [fma66938]
HumanGut	host_body_site	X				packages_tab		Wall of gut [fma45653]
HumanGut	host_body_temp	X				packages_tab		36.5 degree Celsius
HumanGut	host_diet	X				packages_tab		high-fat
HumanGut	host_disease_stat	X				packages_tab		measles [DOID:8622]
HumanGut	host_family_relation	X				packages_tab		mother;ID298
HumanGut	host_genotype	X				packages_tab		ST1
HumanGut	host_height	X				packages_tab		1.75 meter
HumanGut	host_last_meal	X				packages_tab		french fries;P5H30M
HumanGut	host_occupation	X				packages_tab		veterinary
HumanGut	host_phenotype	X				packages_tab		Tinnitus [HP:0000360]
HumanGut	host_pulse	X				packages_tab		65 beats per minute
HumanGut	host_sex	X				packages_tab		non-binary
HumanGut	host_subject_id	X				packages_tab		MPI123
HumanGut	host_symbiont	X				packages_tab		flukeworms
HumanGut	host_tot_mass	X				packages_tab		65 kilogram
HumanGut	ihmc_medication_code	X				packages_tab		810
HumanGut	liver_disord	X				packages_tab		
HumanGut	medic_hist_perform	X				packages_tab		TRUE
HumanGut	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
HumanGut	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
HumanGut	oxy_stat_samp	X				packages_tab		aerobic
HumanGut	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
HumanGut	project_name	M				packages_tab		Forest soil metagenome
HumanGut	salinity	X				packages_tab		25 practical salinity unit
HumanGut	samp_name	M				packages_tab		ISDsoil1
HumanGut	samp_store_dur	X				packages_tab		P1Y6M
HumanGut	samp_store_loc	X				packages_tab		Freezer no:5
HumanGut	samp_store_temp	X				packages_tab		-80 degree Celsius
HumanGut	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
HumanGut	special_diet	X				packages_tab		other:vegan
HumanGut	temp	X				packages_tab		25 degree Celsius
HumanOral	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
HumanOral	ethnicity	X				packages_tab		native american
HumanOral	host_age	X				packages_tab		30 years
HumanOral	host_body_mass_index	X				packages_tab		22 kilogram per square meter
HumanOral	host_body_product	X				packages_tab		Portion of mucus [fma66938]
HumanOral	host_body_site	X				packages_tab		Epithelium of tongue [fma284658]
HumanOral	host_body_temp	X				packages_tab		36.5 degree Celsius
HumanOral	host_diet	X				packages_tab		high-fat
HumanOral	host_disease_stat	X				packages_tab		measles [DOID:8622]
HumanOral	host_family_relation	X				packages_tab		mother;ID298
HumanOral	host_genotype	X				packages_tab		ST1
HumanOral	host_height	X				packages_tab		1.75 meter
HumanOral	host_last_meal	X				packages_tab		french fries;P5H30M
HumanOral	host_occupation	X				packages_tab		veterinary
HumanOral	host_phenotype	X				packages_tab		Tinnitus [HP:0000360]
HumanOral	host_pulse	X				packages_tab		65 beats per minute
HumanOral	host_sex	X				packages_tab		non-binary
HumanOral	host_subject_id	X				packages_tab		MPI123
HumanOral	host_symbiont	X				packages_tab		flukeworms
HumanOral	host_tot_mass	X				packages_tab		65 kilogram
HumanOral	ihmc_medication_code	X				packages_tab		810
HumanOral	medic_hist_perform	X				packages_tab		TRUE
HumanOral	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
HumanOral	nose_throat_disord	X				packages_tab		
HumanOral	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
HumanOral	oxy_stat_samp	X				packages_tab		aerobic
HumanOral	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
HumanOral	project_name	M				packages_tab		Forest soil metagenome
HumanOral	salinity	X				packages_tab		25 practical salinity unit
HumanOral	samp_name	M				packages_tab		ISDsoil1
HumanOral	samp_store_dur	X				packages_tab		P1Y6M
HumanOral	samp_store_loc	X				packages_tab		Freezer no:5
HumanOral	samp_store_temp	X				packages_tab		-80 degree Celsius
HumanOral	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
HumanOral	temp	X				packages_tab		25 degree Celsius
HumanOral	time_last_toothbrush	X				packages_tab		P2H45M
HumanSkin	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
HumanSkin	dermatology_disord	X				packages_tab		
HumanSkin	dominant_hand	X				packages_tab		right
HumanSkin	ethnicity	X				packages_tab		native american
HumanSkin	host_age	X				packages_tab		30 years
HumanSkin	host_body_mass_index	X				packages_tab		22 kilogram per square meter
HumanSkin	host_body_product	X				packages_tab		Portion of mucus [fma66938]
HumanSkin	host_body_site	X				packages_tab		Skin of palm of left hand [fma38303]
HumanSkin	host_body_temp	X				packages_tab		36.5 degree Celsius
HumanSkin	host_diet	X				packages_tab		high-fat
HumanSkin	host_disease_stat	X				packages_tab		measles [DOID:8622]
HumanSkin	host_family_relation	X				packages_tab		mother;ID298
HumanSkin	host_genotype	X				packages_tab		ST1
HumanSkin	host_height	X				packages_tab		1.75 meter
HumanSkin	host_last_meal	X				packages_tab		french fries;P5H30M
HumanSkin	host_occupation	X				packages_tab		veterinary
HumanSkin	host_phenotype	X				packages_tab		Tinnitus [HP:0000360]
HumanSkin	host_pulse	X				packages_tab		65 beats per minute
HumanSkin	host_sex	X				packages_tab		non-binary
HumanSkin	host_subject_id	X				packages_tab		MPI123
HumanSkin	host_symbiont	X				packages_tab		flukeworms
HumanSkin	host_tot_mass	X				packages_tab		65 kilogram
HumanSkin	ihmc_medication_code	X				packages_tab		810
HumanSkin	medic_hist_perform	X				packages_tab		TRUE
HumanSkin	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
HumanSkin	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
HumanSkin	oxy_stat_samp	X				packages_tab		aerobic
HumanSkin	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
HumanSkin	project_name	M				packages_tab		Forest soil metagenome
HumanSkin	salinity	X				packages_tab		25 practical salinity unit
HumanSkin	samp_name	M				packages_tab		ISDsoil1
HumanSkin	samp_store_dur	X				packages_tab		P1Y6M
HumanSkin	samp_store_loc	X				packages_tab		Freezer no:5
HumanSkin	samp_store_temp	X				packages_tab		-80 degree Celsius
HumanSkin	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
HumanSkin	temp	X				packages_tab		25 degree Celsius
HumanSkin	time_since_last_wash	X				packages_tab		P1D
HumanVaginal	birth_control	X				packages_tab		
HumanVaginal	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
HumanVaginal	douche	X				packages_tab		5/11/18
HumanVaginal	ethnicity	X				packages_tab		native american
HumanVaginal	gynecologic_disord	X				packages_tab		
HumanVaginal	host_age	X				packages_tab		30 years
HumanVaginal	host_body_mass_index	X				packages_tab		22 kilogram per square meter
HumanVaginal	host_body_product	X				packages_tab		Portion of mucus [fma66938]
HumanVaginal	host_body_site	X				packages_tab		Ectocervix [fma86484]
HumanVaginal	host_body_temp	X				packages_tab		36.5 degree Celsius
HumanVaginal	host_diet	X				packages_tab		high-fat
HumanVaginal	host_disease_stat	X				packages_tab		measles [DOID:8622]
HumanVaginal	host_family_relation	X				packages_tab		mother;ID298
HumanVaginal	host_genotype	X				packages_tab		ST1
HumanVaginal	host_height	X				packages_tab		1.75 meter
HumanVaginal	host_last_meal	X				packages_tab		french fries;P5H30M
HumanVaginal	host_occupation	X				packages_tab		veterinary
HumanVaginal	host_phenotype	X				packages_tab		Tinnitus [HP:0000360]
HumanVaginal	host_pulse	X				packages_tab		65 beats per minute
HumanVaginal	host_sex	X				packages_tab		non-binary
HumanVaginal	host_subject_id	X				packages_tab		MPI123
HumanVaginal	host_symbiont	X				packages_tab		flukeworms
HumanVaginal	host_tot_mass	X				packages_tab		65 kilogram
HumanVaginal	hrt	X				packages_tab		5/11/18
HumanVaginal	hysterectomy	X				packages_tab		no
HumanVaginal	ihmc_medication_code	X				packages_tab		810
HumanVaginal	medic_hist_perform	X				packages_tab		TRUE
HumanVaginal	menarche	X				packages_tab		5/11/18
HumanVaginal	menopause	X				packages_tab		5/11/18
HumanVaginal	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
HumanVaginal	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
HumanVaginal	oxy_stat_samp	X				packages_tab		aerobic
HumanVaginal	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
HumanVaginal	pregnancy	X				packages_tab		5/11/18
HumanVaginal	project_name	M				packages_tab		Forest soil metagenome
HumanVaginal	salinity	X				packages_tab		25 practical salinity unit
HumanVaginal	samp_name	M				packages_tab		ISDsoil1
HumanVaginal	samp_salinity	X				packages_tab	TRUE	1 milligram per liter
HumanVaginal	samp_store_dur	X				packages_tab		P1Y6M
HumanVaginal	samp_store_loc	X				packages_tab		Freezer no:5
HumanVaginal	samp_store_temp	X				packages_tab		-80 degree Celsius
HumanVaginal	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
HumanVaginal	sexual_act	X				packages_tab		
HumanVaginal	temp	X				packages_tab		25 degree Celsius
HumanVaginal	urogenit_disord	X				packages_tab		
HydrocarbonResourcesCores	additional_info	X				packages_tab		
HydrocarbonResourcesCores	alkalinity	X				packages_tab		50 milligram per liter
HydrocarbonResourcesCores	alkalinity_method	X				packages_tab		titration
HydrocarbonResourcesCores	ammonium	C				packages_tab		1.5 milligram per liter
HydrocarbonResourcesCores	api	M				packages_tab		
HydrocarbonResourcesCores	aromatics_pc	C				packages_tab		
HydrocarbonResourcesCores	asphaltenes_pc	C				packages_tab		
HydrocarbonResourcesCores	basin	M				packages_tab		
HydrocarbonResourcesCores	benzene	C				packages_tab		
HydrocarbonResourcesCores	calcium	X				packages_tab		0.2 micromole per liter
HydrocarbonResourcesCores	chloride	X				packages_tab		5000 milligram per liter
HydrocarbonResourcesCores	density	X				packages_tab		1000 kilogram per cubic meter
HydrocarbonResourcesCores	depos_env	C				packages_tab		Continental - Alluvial
HydrocarbonResourcesCores	diss_carb_dioxide	X				packages_tab		5 milligram per liter
HydrocarbonResourcesCores	diss_inorg_carb	X				packages_tab		2059 micromole per kilogram
HydrocarbonResourcesCores	diss_inorg_phosp	C				packages_tab		56.5 micromole per liter
HydrocarbonResourcesCores	diss_iron	C				packages_tab		
HydrocarbonResourcesCores	diss_org_carb	X				packages_tab		197 micromole per liter
HydrocarbonResourcesCores	diss_oxygen_fluid	X				packages_tab		
HydrocarbonResourcesCores	elev	X				packages_tab		100 meter
HydrocarbonResourcesCores	ethylbenzene	C				packages_tab		
HydrocarbonResourcesCores	field	C				packages_tab		
HydrocarbonResourcesCores	hc_produced	M				packages_tab		Gas
HydrocarbonResourcesCores	hcr	M				packages_tab		Oil Sand
HydrocarbonResourcesCores	hcr_fw_salinity	C				packages_tab		
HydrocarbonResourcesCores	hcr_geol_age	C				packages_tab		Silurian
HydrocarbonResourcesCores	hcr_pressure	X				packages_tab		
HydrocarbonResourcesCores	hcr_temp	M				packages_tab		150-295 degree Celsius
HydrocarbonResourcesCores	lithology	C				packages_tab		Volcanic
HydrocarbonResourcesCores	magnesium	X				packages_tab		52.8 micromole per kilogram
HydrocarbonResourcesCores	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
HydrocarbonResourcesCores	nitrate	C				packages_tab		65 micromole per liter
HydrocarbonResourcesCores	nitrite	C				packages_tab		0.5 micromole per liter
HydrocarbonResourcesCores	org_count_qpcr_info	X				packages_tab		
HydrocarbonResourcesCores	organism_count	C				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
HydrocarbonResourcesCores	owc_tvdss	X				packages_tab		
HydrocarbonResourcesCores	oxy_stat_samp	X				packages_tab		aerobic
HydrocarbonResourcesCores	permeability	X				packages_tab		
HydrocarbonResourcesCores	ph	C				packages_tab		7.2
HydrocarbonResourcesCores	porosity	X				packages_tab		
HydrocarbonResourcesCores	potassium	X				packages_tab		463 milligram per liter
HydrocarbonResourcesCores	pour_point	X				packages_tab		
HydrocarbonResourcesCores	pressure	X				packages_tab		50 atmosphere
HydrocarbonResourcesCores	project_name	M				packages_tab		Forest soil metagenome
HydrocarbonResourcesCores	reservoir	C				packages_tab		
HydrocarbonResourcesCores	resins_pc	C				packages_tab		
HydrocarbonResourcesCores	salinity	X				packages_tab		25 practical salinity unit
HydrocarbonResourcesCores	samp_md	X				packages_tab		1534 meter;MSL
HydrocarbonResourcesCores	samp_name	M				packages_tab		ISDsoil1
HydrocarbonResourcesCores	samp_store_dur	X				packages_tab		P1Y6M
HydrocarbonResourcesCores	samp_store_loc	X				packages_tab		Freezer no:5
HydrocarbonResourcesCores	samp_store_temp	X				packages_tab		-80 degree Celsius
HydrocarbonResourcesCores	samp_subtype	C				packages_tab		biofilm
HydrocarbonResourcesCores	samp_transport_cond	X				packages_tab		5 days;-20 degree Celsius
HydrocarbonResourcesCores	samp_tvdss	C				packages_tab		
HydrocarbonResourcesCores	samp_type	M				packages_tab		built environment sample [GENEPIO:0001248]
HydrocarbonResourcesCores	samp_vol_we_dna_ext	C				packages_tab		1500 milliliter
HydrocarbonResourcesCores	samp_well_name	C				packages_tab		
HydrocarbonResourcesCores	saturates_pc	C				packages_tab		
HydrocarbonResourcesCores	sodium	X				packages_tab		10.5 milligram per liter
HydrocarbonResourcesCores	sr_dep_env	X				packages_tab		Marine
HydrocarbonResourcesCores	sr_geol_age	X				packages_tab		Silurian
HydrocarbonResourcesCores	sr_kerog_type	X				packages_tab		Type IV
HydrocarbonResourcesCores	sr_lithology	X				packages_tab		Coal
HydrocarbonResourcesCores	sulfate	C				packages_tab		5 micromole per liter
HydrocarbonResourcesCores	sulfate_fw	M				packages_tab		
HydrocarbonResourcesCores	sulfide	C				packages_tab		2 micromole per liter
HydrocarbonResourcesCores	suspend_solids	X				packages_tab		
HydrocarbonResourcesCores	tan	C				packages_tab		
HydrocarbonResourcesCores	temp	M				packages_tab		25 degree Celsius
HydrocarbonResourcesCores	toluene	C				packages_tab		
HydrocarbonResourcesCores	tot_iron	C				packages_tab		
HydrocarbonResourcesCores	tot_nitro	X				packages_tab		50 micromole per liter
HydrocarbonResourcesCores	tot_phosp	X				packages_tab		0.03 milligram per liter
HydrocarbonResourcesCores	tot_sulfur	C				packages_tab		
HydrocarbonResourcesCores	tvdss_of_hcr_press	X				packages_tab		
HydrocarbonResourcesCores	tvdss_of_hcr_temp	X				packages_tab		
HydrocarbonResourcesCores	vfa	C				packages_tab		
HydrocarbonResourcesCores	vfa_fw	M				packages_tab		
HydrocarbonResourcesCores	viscosity	X				packages_tab		
HydrocarbonResourcesCores	win	C				packages_tab		
HydrocarbonResourcesCores	xylene	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	add_recov_method	M				packages_tab		Polymer Addition;2018-06-21T14:30Z
HydrocarbonResourcesFluidsSwabs	additional_info	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	alkalinity	X				packages_tab		50 milligram per liter
HydrocarbonResourcesFluidsSwabs	alkalinity_method	X				packages_tab		titration
HydrocarbonResourcesFluidsSwabs	ammonium	C				packages_tab		1.5 milligram per liter
HydrocarbonResourcesFluidsSwabs	api	M				packages_tab		
HydrocarbonResourcesFluidsSwabs	aromatics_pc	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	asphaltenes_pc	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	basin	M				packages_tab		
HydrocarbonResourcesFluidsSwabs	benzene	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	biocide	C				packages_tab		ALPHA 1427;Baker Hughes;2008-01-23
HydrocarbonResourcesFluidsSwabs	biocide_admin_method	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	calcium	X				packages_tab		0.2 micromole per liter
HydrocarbonResourcesFluidsSwabs	chem_treat_method	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	chem_treatment	X				packages_tab		ACCENT 1125;DOW;2010-11-17
HydrocarbonResourcesFluidsSwabs	chloride	X				packages_tab		5000 milligram per liter
HydrocarbonResourcesFluidsSwabs	density	X				packages_tab		1000 kilogram per cubic meter
HydrocarbonResourcesFluidsSwabs	depos_env	C				packages_tab		Marine - Reef
HydrocarbonResourcesFluidsSwabs	diss_carb_dioxide	X				packages_tab		5 milligram per liter
HydrocarbonResourcesFluidsSwabs	diss_inorg_carb	X				packages_tab		2059 micromole per kilogram
HydrocarbonResourcesFluidsSwabs	diss_inorg_phosp	C				packages_tab		56.5 micromole per liter
HydrocarbonResourcesFluidsSwabs	diss_iron	C				packages_tab		
HydrocarbonResourcesFluidsSwabs	diss_org_carb	X				packages_tab		197 micromole per liter
HydrocarbonResourcesFluidsSwabs	diss_oxygen_fluid	X				packages_tab		
HydrocarbonResourcesFluidsSwabs	ethylbenzene	C				packages_tab		
